,text,sentiment
407,im eating lunch out and these two old ladies discussing the gopdebate is giving me life they shading shit outta christie and trump ,Negative
408,alidavis tonights gopdebate was an impoant reminder that these guys think of women as carrying cases for fetuses ,Negative
409,realbencarson may the lord guide my words tonight let his wisdom be my thoughts gopdebate ,Positive
411,squintz1983 gopdebate pretty much ,Negative
413,deray trump literally said that he donates to politicians and then calls them later to get what he wants he literally just said that ,Negative
415,gopdebate none of the presidential candidates brought a fucking gom jabbar i mean at least liven up your crazy ,Negative
417,govmikehuckabee he was just so eloquenthe knew what he was saying he believed what he was saying imwithhuck gopdebate ,Positive
419,thebaxterbean factcheckers proved scott walker literally lies more often than he tells the truth gopdebate ht ,Negative
420,pattonoswalt i want berniesanders to quietly walk out onto this stage and fivepointpalmexplodinghea all these hollow beasts g ,Negative
421,gopdebate debate was good once they quit throwing crap at realdonaldtrump and got substantive candidates handled the gotcha questions ,Positive
422,brios82 these clowns didnt even tackle climate change they didnt mention inequality at all are you surprised gopdebate ,Negative
423,pattonoswalt are they going to ask lenny kravitzs penis one question this is very disrespectful gopdebate ,Negative
424,so who watched the gop debate last night and saw trump donaldtrump gopdebate realdonaldtrump trumpforpresident ,Positive
425,factchecking the gopdebate unsurprisingbutmassive levels of lies and truthstretching and general bullshittery ,Negative
426,wonder how much of tonights megynkelly show will be about her gopdebate foxnews ,Negative
427,chooseliferacer gopdebate never lose focus on the truly impoant issues defundpp amp praytoendaboion ,Positive
428,3chicspolitico trump calling megynkelly a bimbo is reprehensible this is about choosing a candidate for president not the jerry spri ,Negative
430,rebleber not mentioned in the gopdebate voting rights climate change gun violence police shootings student debt inequality ,Negative
431,carlyfiorina its almost time tune into foxnews at 500 pm edt gopdebate carly2016 ,Negative
432,this is an amazing degree of commitment to a running joke gopdebate photobomb ,Positive
433,govmikehuckabee foxnews focus group he was very aiculate very relatable amp made a lot of good points imwithhuck gopdebate h ,Positive
434,teatraitors gopdebate was still clown show im glad head clown trump helping destroy gop ,Negative
436,gop wants to defundpp and huckabee wants to legalize prostitution and drugs gopdebate ,Negative
437,favorite jeb line taking on the teachers unions and beating them sure that empowers kids disenfranchise the ones who teach em gopdebate ,Negative
438,britt27ash current mood re gopdebate ,Negative
439,if the newest b52 was built in the 60s like huckabee complained doesnt that mean st ronnie should have built more gopdebate ,Negative
441,ghumbeson perry says he would rather send carlyfiorina to negotiate with iran than john kerry gopdebate ,Negative
442,not a fan of foxnews megynkelly but she deserves better than to be called bimbo by ldonaldtrump for doing her job gopdebate uniteblue ,Positive
443,excellent postgop debate analysis from my friend rmanning957 of limitgovt gopdebate ,Positive
444,rachlwhitehurst i cant tell if these are just bad cramps or my uterus trying to flee the country as i watch the gopdebate ,Negative
445,kumailn and now the realization dawns on us holy shit ive been watching fox news gopdebate ,Negative
446,hey realdonaldtrump you know who didnt whine about unfair questions carlyfiorina grow a set why dont ya gopdebate ,Negative
447,whoissizzle hillary spent the gopdebate with kim and kanye this is what i love to see ,Positive
448,john kasich seems like a decent guy shame hell drowned out by the loonies in the gop gopdebate ,Negative
449,feministabulous my feelings about trump after gopdebate ,Negative
450,deray in the end bingo gopdebate ,Negative
451,chris christie said he was appointed us attorney sept 10 2001 he was actually appointed dec 7 2001 gopdebate ,Negative
452,chris christie fundamentally misunderstands the 4th amendment amp got owned by randpaul over nsa gopdebate ,Negative
453,cmclymer fun fact in this pay of super patriots not a single candidate on stage has served a day in the military gopdebate ,Negative
457,wagnergirle thank you tedcruz for speaking out on govermentcael makeamericagreatagain securetheborder gopdebate ,Positive
460,whos the real illegal alien america gopdebate farrakhan on immigration amp the mexican bor via youtube ,Negative
461,which candidate really likes hugs the one word that defined each ones gopdebate ,Positive
462,imfabulous13 i assume you guys didnt boo a gay soldier this time only because the oppounity didnt arise rsg15 gopdebate ,Negative
463,hrc johnkasich said hed love his daughters if they were gay but his voting record says otherwise gopdebate ,Negative
464,marmel my mother worked their mothers worked your mothers worked nobody mentioned their mothers nobody gopdebate ,Negative
468,littleladycassy gopdebate loving fiorina sma and on point ,Positive
469,catiewarren as a reminder less than 3 percent of what plannedparenthood does deals with aboions but this debate wont tell you ,Negative
470,kmcq gop base voters have been targeted by leftist terror campaigns for years amp the gop establishment relentlessly manipulates that ,Negative
471,milesorionfeld are you not enteained then trump throws a severed head into the crowd gopdebate ,Negative
473,thatchrisgore im not really sure about president but ted cruz would make an excellent marvel villain gopdebate tedcruz marvel ,Negative
474,zellieimani during debates on terrorism dont expect anyone to bring up white supremacist organizations engaging in terrorism kkkor ,Negative
475,thedailyshow jon stewa can feel comfoable wretirement as gopdebate solved all problemspersonal amp scientific ,Negative
477,donald trump reagan was a con man who couldnt deliver the goods thinkprogress gopdebate ,Negative
478,gmadawny rhondawatkgwyn imwithhuck gopdebate th2016 ccot tcot teapay pjnet ,Positive
480,gopdebate didnt offer a single solution to any salient issues ,Negative
481,gopdebate so which presidential candidate stuck their thing into the presidential electric sharpener ,Negative
484,jgalt9 love that cruz introduced a bill to strip citizenship from americans who join isis gopdebate ,Positive
486,anergoteacher seriously trump is dangerous for the whole world gopdebate ,Negative
487,joehudsonsmall would you really let a mother die rather than have an aboion was seriously being asked of a presidential hopeful ,Negative
488,jeb bush i defunded planned parenthood he is proud that he denied thousands of women access to life saving healthcare gopdebate ,Negative
489,richarddeitsch frankbruni on gopdebate is a writer at the top of his game ,Positive
490,pamelageller now we know rands strategy hes going after trump hes got nothing to lose he is nowhere anyway gopdebate ,Negative
491,credit where credit is due i was shocked shocked by trumps cogent health care debate response gopdebate ,Negative
492,pattonoswalt that concludes our debate please welcome the koch brothers who will choose an ideological broodmare from our whorestab ,Negative
493,colmorrisdavis amusing to hear men who chose not to serve in the military talk tough about using other peoples kids to backup their b ,Negative
494,is god going to be like the copresident or something gopdebate eleventhdebater ,Negative
